lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,diem_danh_gia,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut
1168.0,114,43,2025-09-23,2025-10-17,4.0,Đáng đọc,Đã đọc xong,98.0,Positive,3824.0,722.0,1212.0
1169.0,114,66,2025-08-30,2025-09-14,3.0,Đọc được,Bỏ dở,11.0,Positive,3825.0,26.0,53.0
1170.0,114,84,2025-07-10,2025-07-23,3.0,Đáng tham khảo,Đã đọc xong,98.0,Negative,3826.0,347.0,665.0
1171.0,114,46,2025-11-19,2025-12-16,4.0,Recommend cho mọi người,Đang đọc,37.0,Positive,3827.0,70.0,154.0
1172.0,114,95,2025-10-22,2025-11-06,3.0,Đáng tham khảo,Chưa bắt đầu,8.0,Positive,3828.0,63.0,104.0
1173.0,114,64,2025-07-24,2025-08-11,2.0,Không hay lắm,Đang đọc,60.0,Negative,3829.0,144.0,237.0
1174.0,115,9,2023-02-13,2023-02-28,1.0,Ổn áp,Bỏ dở,25.0,Negative,3830.0,223.0,542.0
1175.0,115,68,2022-08-28,2022-09-24,5.0,Hay hơn mong đợi,Đã đọc xong,99.0,Positive,3831.0,202.0,364.0
1176.0,115,91,2025-10-29,2025-11-16,5.0,Recommend cho mọi người,Đang đọc,36.0,Positive,3832.0,253.0,686.0
1177.0,115,4,2025-02-23,2025-03-15,5.0,Đáng đọc,Đã đọc xong,95.0,Positive,3833.0,411.0,853.0
1178.0,116,54,2025-11-24,2025-12-02,3.0,Đáng tham khảo,Đang đọc,28.0,Neutral,3834.0,217.0,484.0
1179.0,116,62,2025-01-23,2025-02-13,3.0,Ổn,Bỏ dở,47.0,Neutral,3835.0,314.0,740.0
1180.0,116,64,2025-07-29,2025-08-18,1.0,Hơi khó đọc,Chưa bắt đầu,8.0,Negative,3836.0,19.0,36.0
1181.0,116,5,2025-09-26,2025-10-11,2.0,Bình thường,Bỏ dở,27.0,Negative,3837.0,92.0,146.0
1182.0,116,27,2025-09-26,2025-09-30,3.0,Ổn,Đã đọc xong,97.0,Neutral,3838.0,729.0,1122.0
1183.0,116,77,2025-10-14,2025-10-27,3.0,Đáng tham khảo,Đã đọc xong,98.0,Negative,3839.0,679.0,1376.0
1184.0,116,90,2025-11-01,2025-11-11,3.0,Đọc được,Đã đọc xong,100.0,Positive,3840.0,849.0,2380.0
1185.0,116,43,2025-01-25,2025-02-07,4.0,Hay hơn mong đợi,Đã đọc xong,99.0,Positive,3841.0,729.0,1812.0
1186.0,117,77,2025-03-01,2025-03-22,2.0,Không phù hợp với mình,Đã đọc xong,99.0,Negative,3842.0,686.0,1131.0
1187.0,117,70,2025-07-31,2025-08-09,4.0,Recommend cho mọi người,Đã đọc xong,99.0,Positive,3843.0,815.0,1426.0
1188.0,117,58,2025-01-20,2025-02-03,4.0,Đáng đọc,Chưa bắt đầu,3.0,Positive,3844.0,17.0,46.0
1189.0,117,38,2025-05-21,2025-05-30,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,3845.0,549.0,1486.0
1190.0,117,3,2025-07-05,2025-07-31,1.0,Bình thường,Chưa bắt đầu,9.0,Negative,3846.0,40.0,76.0
1191.0,117,94,2025-06-06,2025-07-04,2.0,Bình thường,Đang đọc,47.0,Negative,3847.0,76.0,204.0
1192.0,117,65,2025-07-19,2025-08-17,4.0,Recommend cho mọi người,Đã đọc xong,97.0,Positive,3848.0,247.0,444.0
1193.0,117,80,2025-03-13,2025-03-24,3.0,Tạm ổn,Bỏ dở,34.0,Neutral,3849.0,184.0,519.0
1194.0,117,44,2025-07-07,2025-08-01,5.0,Hay hơn mong đợi,Đang đọc,31.0,Positive,3850.0,70.0,127.0
1195.0,118,64,2024-09-24,2024-10-20,2.0,Hơi khó đọc,Bỏ dở,24.0,Negative,3851.0,57.0,112.0
1196.0,118,38,2024-06-27,2024-07-20,4.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,3852.0,566.0,1397.0
1197.0,118,86,2025-01-10,2025-02-03,1.0,Hơi chán,Bỏ dở,30.0,Negative,3853.0,263.0,453.0
1198.0,118,73,2024-05-21,2024-05-31,2.0,Không phù hợp với mình,Bỏ dở,24.0,Negative,3854.0,82.0,191.0
1199.0,118,83,2025-07-13,2025-07-29,1.0,Nội dung yếu,Bỏ dở,7.0,Negative,3855.0,60.0,114.0
1200.0,118,60,2024-05-22,2024-06-02,3.0,Tạm ổn,Bỏ dở,22.0,Neutral,3856.0,177.0,436.0
1201.0,118,77,2024-06-05,2024-07-01,1.0,Hơi chán,Đang đọc,21.0,Negative,3857.0,145.0,285.0
1202.0,118,98,2025-02-22,2025-03-24,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,3858.0,426.0,892.0
1203.0,118,85,2024-09-13,2024-09-23,5.0,Đáng đọc,Đã đọc xong,100.0,Positive,3859.0,877.0,2002.0
1204.0,118,8,2025-12-08,2025-12-31,4.0,Đáng đọc,Chưa bắt đầu,4.0,Positive,3860.0,29.0,53.0
1205.0,118,71,2024-08-26,2024-09-22,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,5.0,Positive,3861.0,43.0,116.0
1206.0,118,28,2024-12-20,2025-01-05,3.0,Đáng tham khảo,Đã đọc xong,95.0,Negative,3862.0,424.0,895.0
1207.0,118,51,2025-12-17,2025-12-21,1.0,Bình thường,Đang đọc,43.0,Negative,3863.0,368.0,853.0
1208.0,118,21,2025-08-22,2025-09-15,5.0,Cực kỳ cuốn hút,Đã đọc xong,97.0,Positive,3864.0,417.0,852.0
1209.0,118,33,2025-05-04,2025-06-02,5.0,Rất hay,Đã đọc xong,100.0,Positive,3865.0,805.0,2223.0
1210.0,119,9,2024-11-21,2024-12-11,4.0,Rất hay,Chưa bắt đầu,7.0,Positive,3866.0,62.0,177.0
1211.0,119,96,2025-08-26,2025-09-06,3.0,Đáng tham khảo,Đã đọc xong,96.0,Positive,3867.0,856.0,2094.0
1212.0,119,93,2025-09-09,2025-10-07,5.0,Hay hơn mong đợi,Đã đọc xong,95.0,Positive,3868.0,513.0,1132.0
1213.0,119,35,2025-09-15,2025-10-14,5.0,Đáng đọc,Đã đọc xong,98.0,Positive,3869.0,564.0,1543.0
1214.0,119,37,2025-04-13,2025-05-02,4.0,Recommend cho mọi người,Đã đọc xong,98.0,Positive,3870.0,568.0,1238.0
1215.0,119,78,2024-08-17,2024-09-13,3.0,Tạm ổn,Đã đọc xong,100.0,Negative,3871.0,670.0,1008.0
1216.0,119,57,2025-02-09,2025-03-04,3.0,Tạm ổn,Đã đọc xong,99.0,Positive,3872.0,826.0,1878.0
1217.0,119,45,2024-11-30,2024-12-30,3.0,Đáng tham khảo,Đang đọc,46.0,Negative,3873.0,283.0,795.0
1218.0,119,89,2024-12-03,2024-12-14,4.0,Nội dung sâu sắc,Đã đọc xong,99.0,Positive,3874.0,201.0,361.0
1219.0,119,97,2025-09-17,2025-10-01,5.0,Tuyệt vời,Đã đọc xong,98.0,Positive,3875.0,320.0,489.0
1220.0,119,54,2024-08-12,2024-09-01,1.0,Hơi chán,Bỏ dở,45.0,Negative,3876.0,348.0,1030.0
1221.0,120,36,2024-05-30,2024-06-21,5.0,Cực kỳ cuốn hút,Đã đọc xong,95.0,Positive,3877.0,824.0,2406.0
1222.0,120,94,2022-08-31,2022-09-03,2.0,Không phù hợp với mình,Bỏ dở,32.0,Negative,3878.0,52.0,87.0
1223.0,120,23,2023-02-23,2023-03-04,3.0,Đáng tham khảo,Chưa bắt đầu,4.0,Neutral,3879.0,23.0,47.0
1224.0,120,7,2024-06-04,2024-07-04,5.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,3880.0,433.0,1121.0
1225.0,120,56,2023-01-25,2023-02-10,3.0,Tạm ổn,Đã đọc xong,96.0,Negative,3881.0,205.0,497.0
1226.0,120,84,2023-05-26,2023-06-09,4.0,Đáng đọc,Đang đọc,61.0,Positive,3882.0,216.0,327.0
1227.0,121,48,2025-02-02,2025-02-27,5.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,3883.0,285.0,458.0
1228.0,121,95,2025-07-29,2025-08-02,4.0,Recommend cho mọi người,Đã đọc xong,96.0,Positive,3884.0,766.0,2294.0
1229.0,121,57,2025-09-25,2025-10-23,1.0,Không hay lắm,Đang đọc,67.0,Negative,3885.0,559.0,1051.0
1230.0,121,94,2025-08-30,2025-09-14,4.0,Cực kỳ cuốn hút,Đã đọc xong,98.0,Positive,3886.0,159.0,469.0
1231.0,122,6,2025-12-17,2025-12-31,4.0,Cực kỳ cuốn hút,Đã đọc xong,95.0,Positive,3887.0,784.0,1763.0
1232.0,122,78,2025-12-27,2025-12-31,2.0,Ổn áp,Bỏ dở,32.0,Negative,3888.0,214.0,517.0
1233.0,122,24,2025-12-25,2025-12-31,2.0,Bình thường,Đang đọc,47.0,Negative,3889.0,422.0,1099.0
1234.0,122,35,2025-12-16,2025-12-31,4.0,Rất hay,Chưa bắt đầu,8.0,Positive,3890.0,46.0,82.0
1235.0,122,23,2025-12-02,2025-12-12,3.0,Đáng tham khảo,Đã đọc xong,98.0,Neutral,3891.0,577.0,1243.0
1236.0,122,68,2025-12-29,2025-12-31,5.0,Hay hơn mong đợi,Đã đọc xong,97.0,Positive,3892.0,198.0,432.0
1237.0,122,67,2025-12-04,2025-12-31,1.0,Bình thường,Bỏ dở,14.0,Negative,3893.0,101.0,165.0
1238.0,122,45,2025-12-28,2025-12-31,4.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,3894.0,592.0,1388.0
1239.0,122,63,2025-12-22,2025-12-31,4.0,Cực kỳ cuốn hút,Đã đọc xong,95.0,Positive,3895.0,370.0,786.0
1240.0,122,17,2025-12-03,2025-12-13,1.0,Bình thường,Bỏ dở,48.0,Negative,3896.0,275.0,423.0
1241.0,122,12,2025-12-22,2025-12-31,5.0,Đáng đọc,Đã đọc xong,97.0,Positive,3897.0,820.0,2259.0
1242.0,122,42,2025-12-05,2025-12-08,4.0,Hay hơn mong đợi,Đã đọc xong,100.0,Positive,3898.0,488.0,1191.0
1243.0,122,94,2025-12-09,2025-12-31,1.0,Không phù hợp với mình,Bỏ dở,26.0,Negative,3899.0,42.0,83.0
1244.0,123,80,2024-01-01,2024-01-16,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,96.0,Positive,3900.0,521.0,851.0
1245.0,123,19,2024-04-29,2024-05-07,3.0,Tạm ổn,Đã đọc xong,98.0,Neutral,3901.0,463.0,778.0
1246.0,123,31,2025-02-12,2025-03-12,3.0,Ổn,Đang đọc,71.0,Neutral,3902.0,271.0,459.0
1247.0,123,8,2025-08-10,2025-08-16,2.0,Không phù hợp với mình,Chưa bắt đầu,8.0,Negative,3903.0,59.0,127.0
1248.0,123,90,2024-10-30,2024-11-17,3.0,Có vài điểm hay,Đã đọc xong,99.0,Negative,3904.0,840.0,2033.0
1249.0,123,42,2024-12-16,2025-01-08,5.0,Recommend cho mọi người,Đang đọc,22.0,Positive,3905.0,107.0,316.0
1250.0,123,48,2025-08-21,2025-08-31,1.0,Không phù hợp với mình,Bỏ dở,50.0,Negative,3906.0,145.0,332.0
1251.0,123,9,2025-07-22,2025-08-10,3.0,Có vài điểm hay,Đã đọc xong,98.0,Negative,3907.0,875.0,1507.0
1252.0,123,12,2024-02-06,2024-03-01,5.0,Đọc một lần là nhớ mãi,Chưa bắt đầu,3.0,Positive,3908.0,25.0,48.0
1253.0,123,78,2023-11-16,2023-12-06,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,3909.0,636.0,1348.0
1254.0,123,85,2025-01-16,2025-02-09,2.0,Ổn áp,Bỏ dở,21.0,Negative,3910.0,184.0,437.0
1255.0,123,56,2025-11-24,2025-12-13,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3911.0,214.0,573.0
1256.0,124,7,2025-03-17,2025-04-13,2.0,Bình thường,Bỏ dở,44.0,Negative,3912.0,198.0,584.0
1257.0,124,12,2023-09-16,2023-09-25,5.0,Nội dung sâu sắc,Đã đọc xong,100.0,Positive,3913.0,846.0,2375.0
1258.0,124,61,2023-04-03,2023-04-19,4.0,Đáng đọc,Đang đọc,20.0,Positive,3914.0,45.0,68.0
1259.0,124,98,2025-05-02,2025-05-19,3.0,Đáng tham khảo,Bỏ dở,47.0,Neutral,3915.0,204.0,398.0
1260.0,124,45,2024-09-05,2024-09-30,3.0,Có vài điểm hay,Bỏ dở,49.0,Negative,3916.0,302.0,492.0
1261.0,124,48,2023-06-01,2023-06-04,5.0,Tuyệt vời,Đã đọc xong,95.0,Positive,3917.0,276.0,769.0
1262.0,124,83,2023-10-31,2023-11-18,1.0,Hơi khó đọc,Bỏ dở,46.0,Negative,3918.0,399.0,1102.0
1263.0,125,74,2025-09-08,2025-09-26,4.0,Tuyệt vời,Đã đọc xong,98.0,Positive,3919.0,338.0,656.0
1264.0,125,28,2025-06-05,2025-06-09,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,95.0,Positive,3920.0,424.0,1258.0
1265.0,125,12,2025-09-19,2025-10-15,5.0,Nội dung sâu sắc,Đang đọc,66.0,Positive,3921.0,558.0,867.0
1266.0,125,42,2025-06-13,2025-07-01,5.0,Hay hơn mong đợi,Đang đọc,66.0,Positive,3922.0,322.0,595.0
1267.0,125,65,2024-07-01,2024-07-20,3.0,Có vài điểm hay,Đã đọc xong,99.0,Positive,3923.0,252.0,715.0
1268.0,125,21,2025-07-01,2025-07-19,5.0,Recommend cho mọi người,Đã đọc xong,99.0,Positive,3924.0,425.0,923.0
1269.0,125,66,2025-07-20,2025-07-23,4.0,Recommend cho mọi người,Đã đọc xong,100.0,Positive,3925.0,243.0,524.0
1270.0,125,60,2025-10-01,2025-10-11,3.0,Đáng tham khảo,Đang đọc,63.0,Neutral,3926.0,509.0,863.0
1271.0,125,3,2025-02-24,2025-03-22,3.0,Có vài điểm hay,Bỏ dở,31.0,Neutral,3927.0,141.0,379.0
1272.0,125,16,2024-10-12,2024-11-03,4.0,Hay hơn mong đợi,Đã đọc xong,100.0,Positive,3928.0,349.0,591.0
1273.0,125,24,2024-11-20,2024-11-28,2.0,Không phù hợp với mình,Bỏ dở,11.0,Negative,3929.0,98.0,191.0
1274.0,125,22,2024-11-30,2024-12-20,3.0,Có vài điểm hay,Đã đọc xong,95.0,Negative,3930.0,618.0,1554.0
1275.0,125,100,2024-10-25,2024-11-23,1.0,Hơi chán,Chưa bắt đầu,8.0,Negative,3931.0,24.0,48.0
1276.0,125,95,2024-08-24,2024-09-15,4.0,Nội dung sâu sắc,Đã đọc xong,99.0,Positive,3932.0,790.0,2362.0
1277.0,125,62,2025-04-28,2025-05-25,3.0,Ổn,Đã đọc xong,99.0,Positive,3933.0,662.0,1593.0
1278.0,126,94,2025-06-08,2025-07-06,3.0,Ổn,Bỏ dở,11.0,Positive,3934.0,17.0,28.0
1279.0,126,7,2025-10-20,2025-10-26,2.0,Ổn áp,Chưa bắt đầu,5.0,Negative,3935.0,22.0,56.0
1280.0,126,60,2025-11-23,2025-12-12,1.0,Nội dung yếu,Đang đọc,75.0,Negative,3936.0,606.0,1497.0
1281.0,126,62,2025-08-05,2025-09-03,3.0,Đọc được,Đã đọc xong,96.0,Negative,3937.0,642.0,1199.0
1282.0,126,100,2025-12-05,2025-12-23,3.0,Có vài điểm hay,Đã đọc xong,99.0,Negative,3938.0,303.0,779.0
1283.0,126,16,2025-08-26,2025-09-09,1.0,Hơi khó đọc,Bỏ dở,20.0,Negative,3939.0,69.0,184.0
1284.0,127,59,2025-12-16,2025-12-31,5.0,Rất hay,Đã đọc xong,95.0,Positive,3940.0,286.0,736.0
1285.0,127,57,2025-07-27,2025-08-01,4.0,Cực kỳ cuốn hút,Đã đọc xong,97.0,Positive,3941.0,809.0,1740.0
1286.0,127,63,2025-05-25,2025-06-21,3.0,Đọc được,Đã đọc xong,100.0,Neutral,3942.0,390.0,1156.0
1287.0,127,71,2025-11-05,2025-12-03,2.0,Hơi khó đọc,Bỏ dở,38.0,Negative,3943.0,329.0,691.0
1288.0,128,95,2025-12-04,2025-12-13,5.0,Hay hơn mong đợi,Chưa bắt đầu,9.0,Positive,3944.0,71.0,180.0
1289.0,128,76,2025-12-25,2025-12-31,2.0,Hơi chán,Bỏ dở,17.0,Negative,3945.0,140.0,217.0
1290.0,128,44,2025-10-25,2025-11-09,3.0,Có vài điểm hay,Bỏ dở,13.0,Neutral,3946.0,29.0,52.0
1291.0,128,98,2025-11-17,2025-12-07,4.0,Cực kỳ cuốn hút,Đã đọc xong,97.0,Positive,3947.0,421.0,646.0
1292.0,128,46,2025-12-23,2025-12-31,3.0,Đáng tham khảo,Đang đọc,35.0,Neutral,3948.0,66.0,196.0
1293.0,128,50,2025-09-27,2025-10-23,3.0,Có vài điểm hay,Đã đọc xong,97.0,Neutral,3949.0,326.0,549.0
1294.0,128,2,2025-12-18,2025-12-31,3.0,Đọc được,Chưa bắt đầu,7.0,Neutral,3950.0,52.0,113.0
1295.0,128,41,2025-10-13,2025-11-10,3.0,Ổn,Bỏ dở,42.0,Neutral,3951.0,131.0,362.0
1296.0,128,73,2025-10-12,2025-10-26,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3952.0,342.0,879.0
1297.0,128,84,2025-11-18,2025-12-14,4.0,Tuyệt vời,Đã đọc xong,97.0,Positive,3953.0,344.0,940.0
1298.0,128,19,2025-10-29,2025-11-15,3.0,Đọc được,Đã đọc xong,100.0,Negative,3954.0,473.0,774.0
1299.0,128,57,2025-11-06,2025-11-13,1.0,Bình thường,Đang đọc,48.0,Negative,3955.0,400.0,1006.0
1300.0,128,63,2025-11-03,2025-11-24,4.0,Nội dung sâu sắc,Đang đọc,69.0,Positive,3956.0,269.0,639.0
1301.0,129,61,2025-09-22,2025-10-17,5.0,Đáng đọc,Đang đọc,65.0,Positive,3957.0,146.0,371.0
1302.0,129,63,2025-09-07,2025-09-25,5.0,Recommend cho mọi người,Đã đọc xong,96.0,Positive,3958.0,374.0,1078.0
1303.0,129,95,2025-03-18,2025-04-09,1.0,Bình thường,Chưa bắt đầu,1.0,Negative,3959.0,7.0,16.0
1304.0,129,69,2025-02-06,2025-02-25,3.0,Có vài điểm hay,Đã đọc xong,97.0,Negative,3960.0,856.0,1661.0
1305.0,129,100,2025-01-31,2025-02-28,4.0,Nội dung sâu sắc,Đã đọc xong,99.0,Positive,3961.0,303.0,858.0
1306.0,129,60,2025-05-07,2025-05-15,1.0,Hơi chán,Chưa bắt đầu,7.0,Negative,3962.0,56.0,129.0
1307.0,129,25,2025-02-20,2025-03-22,3.0,Đáng tham khảo,Đã đọc xong,98.0,Neutral,3963.0,164.0,467.0
1308.0,129,23,2025-07-29,2025-08-16,2.0,Nội dung yếu,Chưa bắt đầu,9.0,Negative,3964.0,53.0,119.0
1309.0,129,71,2025-09-09,2025-10-06,2.0,Bình thường,Đang đọc,48.0,Negative,3965.0,416.0,679.0
1310.0,129,18,2025-12-02,2025-12-26,1.0,Hơi khó đọc,Bỏ dở,29.0,Negative,3966.0,145.0,291.0
1311.0,131,60,2025-08-23,2025-09-12,5.0,Tuyệt vời,Đang đọc,23.0,Positive,3967.0,185.0,485.0
1312.0,131,98,2025-06-25,2025-06-28,3.0,Có vài điểm hay,Đã đọc xong,99.0,Positive,3968.0,430.0,1152.0
1313.0,131,38,2025-02-13,2025-03-14,2.0,Hơi chán,Bỏ dở,42.0,Negative,3969.0,242.0,655.0
1314.0,131,86,2025-08-17,2025-08-30,4.0,Rất hay,Đang đọc,22.0,Positive,3970.0,192.0,385.0
1315.0,131,14,2025-01-11,2025-01-27,3.0,Đọc được,Đã đọc xong,99.0,Negative,3971.0,741.0,1238.0
1316.0,131,24,2024-11-30,2024-12-20,4.0,Đáng đọc,Đã đọc xong,96.0,Positive,3972.0,862.0,1492.0
1317.0,131,94,2025-05-07,2025-05-31,5.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,3973.0,161.0,248.0
1318.0,131,5,2024-11-09,2024-11-21,3.0,Có vài điểm hay,Đã đọc xong,97.0,Negative,3974.0,331.0,682.0
1319.0,131,77,2025-12-08,2025-12-14,4.0,Tuyệt vời,Đã đọc xong,96.0,Positive,3975.0,665.0,1489.0
1320.0,131,84,2025-10-31,2025-11-19,4.0,Recommend cho mọi người,Đã đọc xong,95.0,Positive,3976.0,337.0,740.0
1321.0,131,42,2025-05-07,2025-05-12,2.0,Không hay lắm,Đang đọc,46.0,Negative,3977.0,224.0,426.0
1322.0,131,75,2025-08-07,2025-08-31,5.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,3978.0,790.0,1545.0
1323.0,131,18,2025-05-07,2025-05-24,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3979.0,500.0,1029.0
1324.0,131,12,2025-01-05,2025-02-02,5.0,Hay hơn mong đợi,Đã đọc xong,98.0,Positive,3980.0,829.0,1295.0
1325.0,131,27,2025-12-01,2025-12-18,3.0,Tạm ổn,Chưa bắt đầu,9.0,Neutral,3981.0,67.0,100.0
1326.0,132,36,2025-01-05,2025-01-31,3.0,Đáng tham khảo,Đang đọc,24.0,Positive,3982.0,208.0,529.0
1327.0,132,80,2024-12-14,2025-01-09,4.0,Tuyệt vời,Đang đọc,37.0,Positive,3983.0,200.0,483.0
1328.0,132,34,2025-06-14,2025-07-08,3.0,Đáng tham khảo,Chưa bắt đầu,10.0,Neutral,3984.0,82.0,156.0
1329.0,132,91,2025-06-18,2025-07-01,3.0,Tạm ổn,Đã đọc xong,99.0,Neutral,3985.0,696.0,1718.0
1330.0,132,52,2024-07-26,2024-08-17,1.0,Nội dung yếu,Đang đọc,77.0,Negative,3986.0,219.0,464.0
1331.0,132,47,2025-12-06,2025-12-31,5.0,Đáng đọc,Đã đọc xong,95.0,Positive,3987.0,254.0,586.0
1332.0,132,84,2025-10-22,2025-11-15,5.0,Recommend cho mọi người,Đã đọc xong,98.0,Positive,3988.0,347.0,721.0
1333.0,132,29,2024-08-01,2024-08-07,2.0,Không phù hợp với mình,Đang đọc,79.0,Negative,3989.0,469.0,710.0
1334.0,132,78,2024-08-13,2024-09-09,4.0,Đáng đọc,Đã đọc xong,100.0,Positive,3990.0,670.0,1825.0
1335.0,132,69,2025-05-30,2025-06-27,2.0,Bình thường,Bỏ dở,19.0,Negative,3991.0,167.0,259.0
1336.0,132,38,2025-12-10,2025-12-31,1.0,Không như kỳ vọng,Bỏ dở,18.0,Negative,3992.0,104.0,309.0
1337.0,132,6,2025-09-02,2025-09-08,5.0,Hay hơn mong đợi,Chưa bắt đầu,9.0,Positive,3993.0,74.0,129.0
1338.0,133,89,2024-09-21,2024-10-12,2.0,Không như kỳ vọng,Đã đọc xong,95.0,Negative,3994.0,193.0,544.0
1339.0,133,99,2025-08-27,2025-09-24,2.0,Ổn áp,Đã đọc xong,100.0,Negative,3995.0,155.0,390.0
1340.0,133,77,2025-11-14,2025-12-01,4.0,Rất hay,Đã đọc xong,98.0,Positive,3996.0,679.0,1888.0
1341.0,133,91,2025-01-31,2025-02-16,3.0,Ổn,Chưa bắt đầu,6.0,Positive,3997.0,42.0,92.0
1342.0,133,92,2025-02-20,2025-03-11,1.0,Ổn áp,Bỏ dở,19.0,Negative,3998.0,154.0,443.0
1343.0,133,82,2025-05-18,2025-06-04,4.0,Đáng đọc,Đã đọc xong,98.0,Positive,3999.0,560.0,1579.0
1344.0,133,26,2025-10-06,2025-10-09,4.0,Đáng đọc,Chưa bắt đầu,3.0,Positive,4000.0,25.0,71.0
1345.0,134,24,2025-10-21,2025-11-13,2.0,Hơi khó đọc,Bỏ dở,6.0,Negative,4001.0,53.0,143.0
1346.0,134,48,2025-12-27,2025-12-31,2.0,Không như kỳ vọng,Bỏ dở,26.0,Negative,4002.0,75.0,124.0
1347.0,134,45,2025-11-12,2025-11-25,5.0,Tuyệt vời,Chưa bắt đầu,5.0,Positive,4003.0,30.0,87.0
1348.0,135,82,2025-03-19,2025-03-23,1.0,Ổn áp,Chưa bắt đầu,7.0,Negative,4004.0,40.0,96.0
1349.0,135,85,2025-08-22,2025-08-27,5.0,Nội dung sâu sắc,Đã đọc xong,95.0,Positive,4005.0,833.0,2311.0
1350.0,135,62,2025-08-06,2025-08-12,1.0,Không hay lắm,Bỏ dở,31.0,Negative,4006.0,207.0,451.0
1351.0,135,14,2025-09-07,2025-10-05,5.0,Đáng đọc,Đang đọc,59.0,Positive,4007.0,441.0,886.0
1352.0,135,86,2025-12-24,2025-12-31,3.0,Đọc được,Đã đọc xong,99.0,Positive,4008.0,868.0,1435.0
1353.0,135,63,2025-11-13,2025-12-08,5.0,Cực kỳ cuốn hút,Đã đọc xong,96.0,Positive,4009.0,374.0,918.0
1354.0,135,80,2025-05-24,2025-06-07,5.0,Hay hơn mong đợi,Đang đọc,66.0,Positive,4010.0,358.0,636.0
1355.0,135,18,2025-03-24,2025-04-21,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,96.0,Positive,4011.0,480.0,1089.0
1356.0,135,12,2025-12-12,2025-12-31,5.0,Cực kỳ cuốn hút,Đã đọc xong,99.0,Positive,4012.0,837.0,1440.0
1357.0,135,9,2025-06-20,2025-07-12,5.0,Cực kỳ cuốn hút,Đã đọc xong,97.0,Positive,4013.0,866.0,1373.0
1358.0,135,6,2025-09-29,2025-10-28,4.0,Recommend cho mọi người,Chưa bắt đầu,0.0,Positive,4014.0,0.0,0.0
1359.0,135,54,2025-04-25,2025-05-18,3.0,Đáng tham khảo,Chưa bắt đầu,1.0,Positive,4015.0,7.0,17.0
1360.0,135,45,2025-09-09,2025-10-01,3.0,Ổn,Bỏ dở,42.0,Negative,4016.0,259.0,504.0
1361.0,135,94,2025-06-30,2025-07-08,4.0,Rất hay,Đã đọc xong,95.0,Positive,4017.0,154.0,378.0
1362.0,135,10,2025-05-10,2025-05-27,2.0,Bình thường,Bỏ dở,20.0,Negative,4018.0,133.0,360.0
1363.0,136,29,2023-02-25,2023-03-04,5.0,Recommend cho mọi người,Đã đọc xong,96.0,Positive,4019.0,570.0,892.0
1364.0,136,56,2022-09-03,2022-09-12,4.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,4020.0,205.0,528.0
1365.0,136,26,2024-05-30,2024-06-29,2.0,Không hay lắm,Đang đọc,31.0,Negative,4021.0,266.0,469.0
1366.0,136,1,2023-12-23,2023-12-29,3.0,Đọc được,Đã đọc xong,100.0,Neutral,4022.0,408.0,819.0
1367.0,136,51,2023-09-08,2023-09-20,3.0,Tạm ổn,Đang đọc,43.0,Neutral,4023.0,368.0,1071.0
1368.0,136,2,2024-12-09,2025-01-03,4.0,Cực kỳ cuốn hút,Đã đọc xong,96.0,Positive,4024.0,718.0,1933.0
1369.0,136,11,2023-08-01,2023-08-21,3.0,Tạm ổn,Đã đọc xong,97.0,Negative,4025.0,436.0,1256.0
1370.0,136,50,2025-12-17,2025-12-31,3.0,Có vài điểm hay,Đã đọc xong,99.0,Positive,4026.0,333.0,622.0
1371.0,136,4,2024-01-29,2024-02-28,5.0,Hay hơn mong đợi,Đã đọc xong,99.0,Positive,4027.0,428.0,776.0
1372.0,136,76,2022-12-18,2023-01-15,5.0,Đáng đọc,Đang đọc,62.0,Positive,4028.0,510.0,893.0
1373.0,137,91,2024-04-27,2024-05-10,3.0,Đáng tham khảo,Bỏ dở,38.0,Negative,4029.0,267.0,590.0
1374.0,137,74,2025-06-13,2025-06-28,3.0,Tạm ổn,Bỏ dở,42.0,Positive,4030.0,144.0,263.0
1375.0,137,56,2024-05-21,2024-06-07,2.0,Ổn áp,Chưa bắt đầu,6.0,Negative,4031.0,12.0,25.0
